Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF,shap_GP,shap_G,shap_A,shap_TP,shap_PPG,shap_PIM,shap_POS,shap_Awards,shap_Cups,shap_All-Star Games,BaseValue,FinalValue,HoF_Probability
Jay Miller,446,40,44,84,0.188,1723,1,1985,1992,0,0,0,0,1.9790932,-0.78504705,-0.9304408,-0.8951084,-2.8069735,-1.7455401,-0.6208383,-0.32531726,-1.0042101,-1.3545173,-4.187,-14.654992782592775,4.319339238176476e-07
Nigel Dawes,212,39,45,84,0.396,43,1,2006,2011,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Mark Kumpel,288,38,46,84,0.292,113,1,1984,1991,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Barry Cullen,219,32,52,84,0.384,111,1,1955,1960,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Dave Snuggerud,265,30,54,84,0.317,127,1,1989,1993,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.9753371,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.934800827026368,2.41260558319777e-06
Billy Carroll,322,30,54,84,0.261,113,1,1980,1987,0,4,0,0,1.8399029,-0.8639046,-1.6007576,-1.2234142,-2.5084703,-1.033385,-0.51304424,-0.32531726,2.3210335,-1.0352324,-4.187,-10.969492637634279,1.721878090850454e-05
Craig Redmond,191,16,68,84,0.44,134,2,1984,1989,0,0,0,0,2.1908996,-0.338178,-1.3280768,-0.910331,-1.9326557,-1.0495636,1.3515241,-0.32531726,-1.0010442,-1.0546942,-4.187,-10.77533694458008,2.0908435808366734e-05
Rasmus Dahlin,146,13,71,84,0.575,74,2,2018,2021,0,0,0,0,2.1908996,-0.338178,-1.3280768,-0.910331,-1.8667005,-1.0495636,1.3515241,-0.32531726,-1.0010442,-1.0546942,-4.187,-10.70938178253174,2.2333916476424506e-05
Rick Ley,310,12,72,84,0.271,392,2,1968,1981,0,0,0,0,2.0788836,-0.5203916,-1.3772327,-1.0742073,-2.6343822,-0.34572545,1.3515241,-0.32531726,-1.0026953,-1.0546942,-4.187,-11.170121871948243,1.4088721690389242e-05
Merlyn Phillips,302,52,31,83,0.275,232,1,1925,1933,0,1,0,0,2.0667858,-0.82765603,-1.1427773,-0.90846455,-2.4988954,-1.0275733,-0.6203059,-0.32531726,-0.61137795,-1.0407517,-4.187,-13.190119468688966,1.8689732582157475e-06
Jeff Cowan,434,47,36,83,0.191,727,1,1999,2008,0,0,0,0,2.0043428,-0.85111535,-0.91218096,-0.8835264,-2.5671353,1.2266401,-0.6273039,-0.32531726,-1.124002,-1.3545173,-4.187,-11.605458461761476,9.11610819543426e-06
Norm Gratton,201,39,44,83,0.413,64,1,1971,1976,0,0,0,0,2.1908996,-0.55657613,-1.1213766,-0.8112546,-0.9576,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-11.781922065734864,7.641400140111622e-06
Murray Hall,164,35,48,83,0.506,46,1,1961,1972,0,0,1,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0522287,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-0.98593724,-4.187,-12.767615043640138,2.851635424002336e-06
Niclas Bergfors,173,35,48,83,0.48,20,1,2007,2012,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.9190944,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.689295494079591,3.083952273084053e-06
Bob Joyce,158,34,49,83,0.525,90,1,1987,1993,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0060124,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.776213371276857,2.8272213083440923e-06
Sven Andrighetto,216,31,52,83,0.384,42,1,2014,2019,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Harold Phillipoff,141,26,57,83,0.589,267,1,1977,1980,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.8911576,-1.8737367,-0.9481885,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.628790580749513,3.276306434703107e-06
Vince Dunn,228,26,57,83,0.364,94,2,2017,2021,0,1,0,0,2.1908996,-0.38833007,-1.3494775,-0.9805498,-1.5408808,-1.0760369,1.3515241,-0.32531726,-0.5076753,-1.0546942,-4.187,-10.058437549591066,4.2821066369520376e-05
Neil Wilkinson,460,16,67,83,0.18,813,2,1989,1999,0,0,0,0,2.0043428,-0.68832636,-1.1188811,-0.996357,-2.6670642,0.8367056,1.3270097,-0.32531726,-0.9940416,-1.3684598,-4.187,-10.181731903076173,3.785415692021989e-05
Mike McMahon Jr.,224,15,68,83,0.371,171,2,1963,1972,0,0,0,0,2.1908996,-0.4472322,-1.3772327,-0.9805498,-1.6692523,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-10.70119496536255,2.251750653381175e-05
Robert Nordmark,236,13,70,83,0.35200000000000004,254,2,1987,1991,0,0,0,0,2.1908996,-0.4472322,-1.3772327,-1.0212953,-1.6898497,-0.9936715,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-10.706646167755128,2.2395095743384027e-05
Jeff Finley,708,13,70,83,0.11699999999999999,457,2,1987,2004,0,0,0,0,-0.41193375,-0.511186,-1.3145467,-1.0360037,-2.5695467,-0.24264655,1.3698165,-0.32531726,-1.051654,-1.0546942,-4.187,-10.922778808593751,1.8042204485015994e-05
Brian Dumoulin,352,11,72,83,0.23600000000000002,96,2,2013,2021,0,2,0,0,2.0667858,-0.41390607,-1.3367885,-0.9805498,-2.5220315,-1.0553963,1.3515241,-0.32531726,0.34844708,-1.091655,-4.187,-10.212672912597657,3.670088773767297e-05
Dick Gamble,195,41,41,82,0.42100000000000004,66,1,1950,1967,0,1,1,0,2.1908996,-0.4573075,-1.0936216,-0.7579305,-0.58192873,-1.083466,-0.6203059,-0.32531726,-0.65054506,-0.98593724,-4.187,-10.74335976791382,2.1587818602031828e-05
Milan Kraft,207,41,41,82,0.396,52,1,2000,2004,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Eddie Bruneteau,180,40,42,82,0.456,35,1,1940,1949,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.9190944,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.689295494079591,3.083952273084053e-06
Joffre Desilets,192,37,45,82,0.4270000000000001,57,1,1935,1940,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7579305,-0.71486413,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-11.445495330810548,1.0697440739725463e-05
Jaroslav Pouzar,186,34,48,82,0.441,135,1,1982,1987,0,3,0,0,1.9640179,-0.68169105,-1.5516019,-1.153195,-1.7018192,-1.033385,-0.51304424,-0.32531726,2.4009423,-1.0352324,-4.187,-9.78134461593628,5.6492588233761885e-05
Niklas Andersson,165,29,53,82,0.4970000000000001,85,1,1992,2001,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0567925,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.82699366760254,2.6872388136687066e-06
Peter Sullivan,126,28,54,82,0.6509999999999999,40,1,1979,1981,0,0,0,0,2.2134924,-0.5162095,-1.1213766,-0.7975004,-1.7242497,-1.0569928,-0.6203059,-0.3220244,-1.1047469,-1.0407517,-4.187,-12.49115725708008,3.759739003907355e-06
Matt Irwin,359,22,60,82,0.228,150,2,2012,2021,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Rod Buskas,556,19,63,82,0.147,1294,2,1982,1993,0,0,0,0,-0.37022486,-0.69146585,-1.1585792,-1.1474907,-2.730833,0.25025433,1.3524585,-0.32531726,-0.94946593,-1.3684598,-4.187,-10.955898963928224,1.7454441429480242e-05
Doug Houda,561,19,63,82,0.146,1104,2,1985,2003,0,0,0,0,-0.37022486,-0.753042,-1.1585792,-1.1474907,-2.7726526,0.37909883,1.3270097,-0.32531726,-0.94946593,-1.3684598,-4.187,-10.955898963928224,1.7454441429480242e-05
Ville Siren,290,14,68,82,0.28300000000000003,276,2,1985,1990,0,0,0,0,2.0788836,-0.5203916,-1.3772327,-1.0742073,-2.6408277,-0.8839187,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.673942768096925,8.512700945505985e-06
Bert Wilson,478,37,44,81,0.16899999999999998,646,1,1973,1981,0,0,0,0,2.0433848,-0.85111535,-1.1080371,-0.9765575,-2.5281453,0.8590247,-0.6273039,-0.32531726,-1.1063981,-1.2019181,-4.187,-12.052768432617189,5.828363728865324e-06
Jason Ward,336,36,45,81,0.24100000000000002,171,1,1999,2009,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Toby Petersen,398,33,48,81,0.204,50,1,2000,2013,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Paul Mulvey,225,30,51,81,0.36,613,1,1978,1982,0,0,0,0,1.8811868,-0.7779558,-1.1080371,-0.9765575,-1.5771667,0.8016661,-0.6273039,-0.32531726,-1.1063981,-1.2019181,-4.187,-11.085988246917726,1.5325329548930235e-05
Barry Dean,165,25,56,81,0.491,146,1,1976,1979,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0567925,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.82699366760254,2.6872388136687066e-06
Milan Jurcina,430,22,59,81,0.188,280,2,2005,2012,0,0,0,0,2.2070432,-0.5203916,-1.3772327,-1.0742073,-2.6408277,-1.0094993,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.799523555755616,7.508077898744473e-06
Vyacheslav Voynov,190,18,63,81,0.426,72,2,2011,2015,0,2,0,0,2.1908996,-0.23169267,-1.2876327,-0.8707613,-0.51114964,-1.0553963,1.3515241,-0.32531726,0.42835617,-1.091655,-4.187,-7.780724489212036,0.0004175350306541914
Alexei Yemelin,456,15,66,81,0.17800000000000002,363,2,2011,2018,0,0,0,0,2.2070432,-0.5203916,-1.3772327,-1.0742073,-2.6343822,-0.4713062,1.3515241,-0.32531726,-1.0026953,-1.0546942,-4.187,-11.295702659606935,1.2426054930294504e-05
Sheldon Kannegiesser,366,14,67,81,0.221,292,2,1970,1978,0,0,0,0,2.0788836,-0.5203916,-1.3772327,-1.0742073,-2.6408277,-0.8839187,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.673942768096925,8.512700945505985e-06
Mike Komisarek,551,14,67,81,0.147,679,2,2002,2014,0,0,1,0,-0.36783358,-0.7043406,-1.1403196,-1.0974673,-2.4864311,1.2648529,1.3698165,-0.32531726,-1.0692579,-1.3136454,-4.187,-9.689109050750734,6.195074008881173e-05
Mark Lofthouse,181,42,38,80,0.442,73,1,1977,1983,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.9190944,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.689295494079591,3.083952273084053e-06
Doug Young,388,35,45,80,0.20600000000000002,303,2,1931,1941,0,2,0,0,2.0788836,-0.41390607,-1.3367885,-1.0742073,-2.5426288,-0.8897516,1.3515241,-0.32531726,0.34844708,-1.091655,-4.187,-10.16128321838379,3.8636162980671135e-05
B.J. Crombeen,445,34,46,80,0.18,850,1,2007,2015,0,0,0,0,2.0043428,-0.8663578,-0.91218096,-0.8835264,-2.7996402,1.1689106,-0.61138415,-0.32531726,-1.0367806,-1.3545173,-4.187,-11.807793819427491,7.4462406349143346e-06
Paul Andrea,150,31,49,80,0.5329999999999999,10,1,1965,1971,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0060124,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.776213371276857,2.8272213083440923e-06
Paul DiPietro,192,31,49,80,0.41700000000000004,96,1,1991,1997,0,1,0,0,2.1908996,-0.49767408,-1.0936216,-0.8112546,-0.82922864,-1.083466,-0.6203059,-0.32531726,-0.65054506,-1.0407517,-4.187,-11.13916464996338,1.4531684104670368e-05
Hy Buller,188,22,58,80,0.426,215,2,1943,1954,0,0,1,0,2.1908996,-0.338178,-1.3280768,-0.8707613,-0.7238616,-1.0495636,1.3515241,-0.32531726,-1.0010442,-0.9998796,-4.187,-9.472158157348634,7.69592020901358e-05
Brad Werenka,320,19,61,80,0.25,299,2,1992,2001,0,0,0,0,2.0788836,-0.5203916,-1.3772327,-1.0742073,-2.6408277,-0.8839187,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.673942768096925,8.512700945505985e-06
Glen Featherstone,384,19,61,80,0.20800000000000002,939,2,1988,1997,0,0,0,0,1.698944,-0.72768426,-1.1371409,-1.0093683,-2.8666453,0.14821179,1.3270097,-0.32531726,-0.90050733,-1.3684598,-4.187,-11.046901905059816,1.59361914840428e-05
Matt Greene,615,17,63,80,0.13,663,2,2005,2017,0,2,0,0,-0.6138779,-0.5978552,-0.9563195,-0.95697707,-2.362804,1.5997949,1.3698165,-0.32531726,0.37993413,-1.361173,-4.187,-7.39790030670166,0.0006121625802491013
Bruce Affleck,280,14,66,80,0.28600000000000003,86,2,1974,1984,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Nikita Zaitsev,285,13,67,80,0.281,111,2,2016,2021,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Terry Murray,302,4,76,80,0.265,199,2,1972,1982,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Drake Caggiula,227,41,38,79,0.348,117,1,2016,2021,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Sandy Moger,236,41,38,79,0.335,212,1,1994,1999,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Yevgeni Davydov,155,40,39,79,0.51,120,1,1991,1995,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0567925,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.82699366760254,2.6872388136687066e-06
Oscar Lindberg,252,39,40,79,0.313,117,1,2014,2019,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.9753371,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.934800827026368,2.41260558319777e-06
Ivan Barbashyov,236,37,42,79,0.335,46,1,2016,2021,0,1,0,0,2.1908996,-0.56636167,-1.1427773,-0.8677193,-1.5273193,-1.083466,-0.6203059,-0.32531726,-0.61137795,-1.0407517,-4.187,-11.972396575927736,6.3161362343488974e-06
Brandon Tanev,268,37,42,79,0.295,103,1,2015,2021,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
David Steckel,425,33,46,79,0.18600000000000005,129,1,2005,2014,0,0,0,0,2.1949453,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.1825737,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.764872276306154,1.0519412110443957e-06
Eric Boulton,654,31,48,79,0.121,1421,1,2000,2016,0,0,0,0,-0.6467006,-0.8694974,-0.80832326,-0.90174025,-2.7172723,-0.73635614,-0.6208383,-0.32531726,-1.0531687,-1.3545173,-4.187,-13.574030601501466,1.2731303157316032e-06
Alex Hicks,258,25,54,79,0.306,247,1,1995,2000,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.90846455,-1.9959344,-1.0011002,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.940250122070314,2.399494370972876e-06
Christian Backman,301,23,56,79,0.262,182,2,2002,2009,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Niclas Wallin,614,21,58,79,0.129,460,2,2000,2011,0,1,0,0,-0.41193375,-0.45228404,-1.2867916,-1.0360037,-2.4411755,-0.26911992,1.3698165,-0.32531726,-0.597452,-1.0546942,-4.187,-10.280021392822267,3.4310617484875164e-05
Pat Ribble,349,19,60,79,0.226,365,2,1975,1983,0,0,0,0,2.0788836,-0.5203916,-1.3772327,-1.0742073,-2.6343822,-0.34572545,1.3515241,-0.32531726,-1.0026953,-1.0546942,-4.187,-11.170121871948243,1.4088721690389242e-05
Barry Long,280,11,68,79,0.282,250,2,1972,1982,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-1.0212953,-2.6408277,-0.9936715,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.73078366470337,8.042330069942468e-06
Bill Carson,159,54,24,78,0.491,156,1,1926,1930,0,1,0,0,2.1908996,-0.6454425,-1.0936216,-0.7975004,-1.9284211,-1.083466,-0.6203059,-0.32531726,-0.65054506,-1.0407517,-4.187,-12.372371398925782,4.233948143846682e-06
George Patterson,284,51,27,78,0.275,218,1,1926,1935,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.90846455,-2.6272666,-1.0011002,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.644741737365724,1.1862150813955514e-06
Leo Gravelle,223,44,34,78,0.35,42,1,1946,1951,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Bert McCaffrey,260,43,35,78,0.3,200,2,1924,1931,0,1,0,0,2.1908996,-0.38833007,-1.3494775,-0.9805498,-1.8605274,-1.0760369,1.3515241,-0.32531726,-0.5076753,-1.0546942,-4.187,-10.378084861755372,3.1105809112197226e-05
Mike Hartman,397,43,35,78,0.196,1388,1,1986,1995,0,1,0,0,1.6803875,-0.7793386,-0.9026856,-0.9335502,-2.6786022,-0.7846422,-0.6208383,-0.32531726,-0.49850434,-1.3545173,-4.187,-13.064995491027833,2.1180862078888566e-06
Blair Betts,477,41,37,78,0.16399999999999998,118,1,2001,2012,0,0,0,0,2.139783,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.2129482,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.795246803283693,1.0204694170354843e-06
