playerID,firstName,lastName,HOF,year_first,year_last,seasons,GP,G,A,Pts,PIM,+/-,PPG,PPA,SHG,SHA,GWG,GTG,SOG,PostGP,PostG,PostA,PostPts,PostPIM,Post+/-,PostPPG,PostPPA,PostSHG,PostSHA,PostGWG,PostSOG
aaltoan01,Antti,Aalto,0,1997,2000,4,151,11,17,28,52,-25,3,1,0,0,1,0,182,4,0,0,0,2,0,0,0,0,0,0,0
abbotge01,George,Abbott,0,1943,1943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotre01,Reg,Abbott,0,1952,1952,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abdelju01,Justin,Abdelkader,0,2007,2011,5,209,18,29,47,160,8,0,0,0,1,2,0,337,37,3,2,5,60,-6,0,0,0,0,0,47
abelcl01,Clarence,Abel,0,1926,1933,8,333,20,18,38,359,0,0,0,0,0,0,0,0,38,1,1,2,58,0,0,0,0,0,0,0
abelge01,Gerry,Abel,0,1966,1966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abelsi01,Sid,Abel,1,1938,1953,16,612,189,283,472,376,0,0,0,0,0,0,0,0,97,28,30,58,79,0,0,0,0,0,0,0
abgrade01,Dennis,Abgrall,0,1975,1975,1,13,0,2,2,4,-7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
abidra01,Ramzi,Abid,0,2002,2006,5,68,14,16,30,78,-11,6,4,0,0,4,0,112,2,0,0,0,0,-1,0,0,0,0,0,0
abrahth01,Thommy,Abrahamsson,0,1980,1980,1,32,6,11,17,16,-4,4,0,0,0,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0
achtyge01,Gene,Achtymichuk,0,1951,1958,8,32,3,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acombdo01,Doug,Acomb,0,1969,1969,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actonke01,Keith,Acton,0,1979,1993,15,1023,226,358,584,1172,-24,33,5,11,3,29,6,1690,66,12,21,33,88,2,2,0,0,0,5,90
adamdo01,Douglas,Adam,0,1949,1949,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamlu01,Luke,Adam,0,2010,2011,2,71,13,11,24,26,-12,0,4,0,0,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0
adamru01,Russ,Adam,0,1982,1982,1,8,1,2,3,11,-3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
adamsbr01,Bryan,Adams,0,1999,2000,2,11,0,1,1,2,-5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
adamscr01,Craig,Adams,0,2000,2011,12,751,46,87,133,565,-64,3,1,6,10,6,0,748,78,6,3,9,62,-2,0,0,0,1,1,63
adamsgr01,Greg,Adams,0,1980,1989,10,545,84,143,227,1173,1,11,4,0,0,5,0,696,43,2,11,13,153,-3,1,1,0,0,0,51
adamsgr02,Greg,Adams,0,1984,2000,17,1056,355,388,743,326,-48,122,94,7,11,31,4,2326,81,20,22,42,16,8,7,9,0,0,5,181
adamsja01,Jack,Adams,1,1917,1926,10,173,83,32,115,366,0,0,0,0,0,0,0,0,10,2,0,2,13,0,0,0,0,0,0,0
adamsjo01,John,Adams,0,1940,1940,1,42,6,12,18,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
adamsjo02,John,Adams,0,1972,1974,3,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamske01,Kevyn,Adams,0,1997,2007,11,540,59,77,136,317,-38,0,4,8,8,8,0,876,67,2,2,4,39,-9,0,1,1,0,0,81
adamsst01,Stew,Adams,0,1929,1932,4,95,9,26,35,60,0,0,0,0,0,0,0,0,11,3,3,6,14,0,0,0,0,0,0,0
adduori01,Rick,Adduono,0,1975,1979,5,4,0,0,0,2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aebisda01,David,Aebischer,0,2000,2007,8,214,0,5,5,30,0,0,4,0,0,0,0,1,13,0,0,0,4,0,0,0,0,0,0,0
afanadm01,Dmitry,Afanasenkov,0,2000,2006,7,227,27,27,54,52,-36,1,5,0,0,1,0,281,28,1,3,4,8,-4,0,0,0,0,0,39
afflebr01,Bruce,Affleck,0,1974,1983,10,280,14,66,80,86,-82,4,0,0,0,2,0,370,8,0,0,0,0,0,0,0,0,0,0,0
afinoma01,Maxim,Afinogenov,0,1999,2009,11,651,158,237,395,486,-43,38,78,1,0,23,1,1557,49,10,13,23,22,5,3,3,0,0,2,107
agnewji01,Jim,Agnew,0,1986,1992,7,81,0,1,1,257,-9,0,0,0,0,0,0,32,4,0,0,0,6,-2,0,0,0,0,0,2
ahernfr01,Fred,Ahern,0,1974,1977,4,146,31,30,61,130,-47,7,0,0,0,6,3,246,2,0,1,1,2,0,0,0,0,0,0,0
ahlinru01,Rudy,Ahlin,0,1937,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aholape01,Peter,Ahola,0,1991,1993,3,123,10,17,27,137,2,0,3,0,1,0,1,115,6,0,0,0,2,4,0,0,0,0,0,8
ahrench01,Chris,Ahrens,0,1972,1977,6,52,0,3,3,84,-26,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0
aikendo01,Don,Aiken,0,1957,1957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ailsbll01,Lloyd,Ailsby,0,1951,1951,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aitkean01,Andy,Aitkenhead,0,1932,1934,3,106,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
aitkebr01,Brad,Aitken,0,1987,1990,4,14,1,3,4,25,-2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
aitkejo01,Johnathan,Aitken,0,1999,2003,5,44,0,1,1,70,-12,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
aivazmi01,Micah,Aivazoff,0,1993,1995,3,92,4,6,10,46,-9,0,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
alatami01,Mika,Alatalo,0,1999,2000,2,152,17,29,46,58,-2,1,1,0,0,2,0,171,5,0,0,0,2,1,0,0,0,0,0,2
albelto01,Tommy,Albelin,0,1987,2005,19,952,44,211,255,417,52,16,79,3,6,8,0,1137,81,7,15,22,22,8,2,6,0,0,2,85
alberan01,Andrew,Alberts,0,2005,2011,7,425,8,46,54,460,8,0,1,1,2,2,0,232,27,0,2,2,43,-6,0,0,0,0,0,16
albricl01,Clint,Albright,0,1948,1948,1,59,14,5,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aldcoga01,Gary,Aldcorn,0,1956,1960,5,226,41,56,97,78,0,0,0,0,0,0,0,0,6,1,2,3,4,0,0,0,0,0,0,0
aldrike01,Keith,Aldridge,0,1999,1999,1,4,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
alexaar01,Art,Alexandre,0,1931,1932,2,11,0,2,2,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
alexacl01,Claire,Alexander,0,1974,1977,4,155,18,47,65,36,0,8,0,0,0,1,1,302,16,2,4,6,4,0,1,0,0,0,0,0
alexeni01,Nikita,Alexeev,0,2001,2006,6,159,20,17,37,28,-8,4,3,0,0,4,1,216,11,1,0,1,0,-3,0,0,0,0,0,13
alfreda01,Daniel,Alfredsson,0,1995,2011,17,1131,416,666,1082,467,152,128,271,25,17,67,7,3219,111,47,43,90,68,-4,22,23,2,0,11,340
aliuak01,Akim,Aliu,0,2011,2011,1,2,2,1,3,12,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
allanje01,Jeff,Allan,0,1977,1977,1,4,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
allenbo01,Bobby,Allen,0,2002,2007,6,51,0,3,3,12,-3,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
allenbr01,Bryan,Allen,0,2000,2011,12,601,29,89,118,724,7,1,5,1,4,5,0,601,8,0,0,0,6,-1,0,0,0,0,0,1
allench01,Chris,Allen,0,1997,1998,2,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
allenge01,George,Allen,0,1938,1946,9,339,82,115,197,179,0,0,0,0,0,0,0,0,41,9,10,19,32,0,0,0,0,0,0,0
allenke01,Keith,Allen,1,1953,1954,2,28,0,4,4,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
allenpe01,Peter,Allen,0,1995,1995,1,8,0,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
allenvi01,Viv,Allen,0,1940,1940,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alleyst01,Steve,Alley,0,1979,1980,2,15,3,3,6,11,-3,0,0,0,0,0,0,15,3,0,1,1,0,0,0,0,0,0,0,0
allisda01,Dave,Allison,0,1983,1983,1,3,0,0,0,12,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
allisja01,Jason,Allison,0,1993,2005,13,552,154,331,485,441,17,44,169,4,3,26,6,994,25,7,18,25,14,3,2,7,0,0,1,56
allisja02,Jamie,Allison,0,1994,2005,12,372,7,23,30,639,-34,0,0,0,2,1,0,164,0,0,0,0,0,0,0,0,0,0,0,0
allismi01,Mike,Allison,0,1980,1989,10,499,102,166,268,630,31,19,6,4,0,12,5,558,82,9,17,26,135,-14,2,0,1,0,4,48
allisra01,Ray,Allison,0,1979,1986,8,238,64,93,157,223,51,9,0,0,0,5,2,454,12,2,3,5,20,-2,2,0,0,0,0,2
allumbi01,Bill,Allum,0,1939,1940,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almasre01,Red,Almas,0,1946,1952,7,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
almonco01,Cody,Almond,0,2009,2011,3,25,2,0,2,26,-8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
alzneka01,Karl,Alzner,0,2008,2011,4,215,4,35,39,63,23,0,1,0,0,0,0,167,24,0,3,3,0,-5,0,0,0,0,0,25
amadida01,Dave,Amadio,0,1957,1968,12,125,5,11,16,163,-31,1,0,0,0,1,0,164,16,1,2,3,18,0,0,0,0,0,0,0
ambrope01,Peter,Ambroziak,0,1994,1994,1,12,0,1,1,0,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
amodemi01,Mike,Amodeo,0,1979,1979,1,19,0,0,0,2,-15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
amontto01,Tony,Amonte,0,1990,2006,17,1174,416,484,900,752,96,108,158,23,8,58,7,3260,99,22,33,55,56,16,6,10,3,0,1,222
anderbi01,Bill,Anderson,0,1942,1942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
andercr01,Craig,Anderson,0,2002,2011,10,294,0,11,11,46,0,0,2,0,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0
anderda01,Dale,Anderson,0,1956,1956,1,13,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
anderdo01,Doug,Anderson,0,1952,1952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
anderea01,Earl,Anderson,0,1974,1976,3,109,19,19,38,22,-4,2,0,0,0,5,1,155,5,0,1,1,0,0,0,0,0,0,0,0
anderer01,Erik,Andersson,0,1997,1997,1,12,2,1,3,8,-4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
andergl01,Glenn,Anderson,1,1980,1995,16,1129,498,601,1099,1120,201,151,87,13,3,85,10,3108,225,93,121,214,442,63,22,11,1,0,17,451
anderji01,Jim,Anderson,0,1967,1967,1,7,1,2,3,2,-2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
anderjo01,John,Anderson,0,1977,1988,12,814,282,349,631,263,5,75,24,4,0,41,10,2006,37,9,18,27,2,0,5,0,0,0,0,61
anderjo02,Jonas,Andersson,0,2001,2010,10,9,0,0,0,2,-1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
anderjo04,Joakim,Andersson,0,2011,2011,1,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
anderke01,Kent-Erik,Andersson,0,1977,1983,7,456,72,103,175,78,-12,7,0,6,0,14,2,633,50,4,11,15,4,0,0,0,0,0,1,10
anderlo01,Lorne,Anderson,0,1951,1951,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andermi01,Mikael,Andersson,0,1985,1999,15,761,95,169,264,134,0,6,16,14,11,13,1,1117,25,2,7,9,10,-1,0,2,0,2,0,27
andermu01,Murray,Anderson,0,1974,1974,1,40,0,1,1,68,-40,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
anderni01,Niklas,Andersson,0,1992,2000,9,164,29,53,82,85,-3,5,9,3,3,2,0,260,0,0,0,0,0,0,0,0,0,0,0,0
anderpe01,Perry,Anderson,0,1981,1991,11,400,50,59,109,1051,-56,4,0,0,0,4,0,412,36,2,1,3,161,-6,1,0,0,0,0,15
anderpe02,Peter,Andersson,0,1983,1985,3,172,10,41,51,81,17,6,0,0,0,3,0,206,7,0,2,2,2,-3,0,0,0,0,0,1
anderpe03,Peter,Andersson,0,1992,1993,2,47,6,13,19,20,-4,3,7,1,0,2,0,89,0,0,0,0,0,0,0,0,0,0,0,0
anderro01,Ron,Anderson,0,1967,1971,5,251,28,30,58,146,-26,1,0,1,0,3,2,374,5,0,0,0,2,0,0,0,0,0,0,0
anderro02,Ron,Anderson,0,1974,1974,1,28,9,7,16,8,-20,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
anderru01,Russ,Anderson,0,1976,1984,9,519,22,99,121,1086,-62,1,0,0,0,5,0,373,10,0,3,3,28,0,0,0,0,0,0,0
andersh01,Shawn,Anderson,0,1986,1994,9,255,11,51,62,117,1,6,8,0,1,0,0,214,19,1,1,2,16,-5,0,0,0,0,0,16
anderto01,Tom,Anderson,0,1934,1941,8,319,62,127,189,190,0,0,0,0,0,0,0,0,16,2,7,9,8,0,0,0,0,0,0,0
andrast01,Steve,Andrascik,0,1971,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
andreda01,Dave,Andreychuk,0,1982,2005,24,1639,640,698,1338,1125,38,274,220,10,3,77,18,4556,162,43,54,97,162,-1,17,33,1,1,6,395
andrell01,Lloyd,Andrews,0,1921,1924,4,53,8,5,13,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
andrepa01,Paul,Andrea,0,1965,1970,6,150,31,49,80,10,-34,13,0,0,0,5,1,250,0,0,0,0,0,0,0,0,0,0,0,0
andrial01,Alexander,Andrievski,0,1992,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrugr01,Greg,Andrusak,0,1993,1999,7,28,0,6,6,16,2,0,3,0,0,0,0,19,15,1,0,1,8,-2,0,0,0,0,1,11
andruro01,Ron,Andruff,0,1974,1978,5,153,19,36,55,54,-39,0,0,0,0,1,0,244,2,0,0,0,0,0,0,0,0,0,0,0
angelme01,Mel,Angelstad,0,2003,2003,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
angelmi01,Mike,Angelidis,0,2011,2011,1,6,1,0,1,5,-1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
angotlo01,Lou,Angotti,0,1964,1973,10,653,103,186,289,228,-4,21,0,3,0,17,5,682,65,8,8,16,17,0,0,0,0,0,3,0
anholda01,Darrel,Anholt,0,1983,1983,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anisiar01,Artem,Anisimov,0,2008,2011,4,244,46,62,108,86,13,8,6,1,0,5,0,447,26,4,7,11,4,3,0,3,0,0,0,28
anslohu01,Hub,Anslow,0,1947,1947,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antonmi01,Mike,Antonovich,0,1975,1983,9,87,10,15,25,37,-27,2,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0
antossh01,Shawn,Antoski,0,1990,1997,8,183,3,5,8,599,-20,0,0,0,0,1,0,92,36,1,3,4,74,1,0,0,0,0,1,10
antroni01,Nik,Antropov,0,1999,2011,13,748,187,260,447,611,49,46,63,3,3,30,0,1316,35,4,4,8,40,0,2,0,0,0,1,52
appssy01,Syl,Apps,1,1936,1947,12,423,201,231,432,56,0,0,0,0,0,0,0,0,69,25,29,54,8,0,0,0,0,0,0,0
appssy02,Syl,Apps,0,1970,1979,10,727,183,423,606,311,41,39,0,11,0,22,12,1505,23,5,5,10,23,0,3,0,0,0,1,0
arboual01,Al,Arbour,1,1953,1970,18,626,12,58,70,617,27,1,0,0,0,1,0,97,86,1,8,9,92,0,0,0,0,0,0,0
arbouam01,Amos,Arbour,0,1918,1923,6,113,52,20,72,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arbouja01,Jack,Arbour,0,1926,1928,3,47,5,1,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arboujo01,John,Arbour,0,1965,1971,7,106,1,9,10,149,-20,0,0,0,0,0,0,102,5,0,0,0,0,0,0,0,0,0,0,0
arbouty01,Ty,Arbour,0,1926,1930,5,207,28,28,56,112,0,0,0,0,0,0,0,0,11,2,0,2,6,0,0,0,0,0,0,0
archami01,Michel,Archambault,0,1976,1976,1,3,0,0,0,0,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
archida01,Dave,Archibald,0,1987,1996,10,323,57,67,124,139,-75,20,16,0,0,8,0,502,5,0,1,1,0,-5,0,0,0,0,0,9
archiji01,Jim,Archibald,0,1984,1986,3,16,1,2,3,45,-4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
areshro01,Ron,Areshenkoff,0,1979,1979,1,4,0,0,0,0,-4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
arkhide01,Denis,Arkhipov,0,2000,2006,7,352,56,82,138,128,-51,15,25,1,4,11,2,511,0,0,0,0,0,0,0,0,0,0,0,0
armstbi01,Bill,Armstrong,0,1990,1990,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
armstbo01,Bob,Armstrong,0,1950,1961,12,542,13,86,99,671,0,0,0,0,0,0,0,0,42,1,7,8,28,0,0,0,0,0,0,0
armstch01,Chris,Armstrong,0,2000,2003,4,7,0,1,1,0,-4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
armstco01,Colby,Armstrong,0,2005,2011,7,439,87,117,204,364,23,12,12,4,5,12,0,669,5,0,1,1,11,-2,0,0,0,0,0,6
armstde01,Derek,Armstrong,0,1993,2009,17,477,72,149,221,355,-2,19,34,0,0,9,1,659,0,0,0,0,0,0,0,0,0,0,0,0
armstge01,George,Armstrong,1,1949,1970,22,1187,296,417,713,721,15,21,0,3,0,19,7,414,110,26,34,60,52,0,0,0,0,0,3,0
armstmu01,Murray,Armstrong,0,1937,1945,9,270,67,121,188,72,0,0,0,0,0,0,0,0,30,4,6,10,2,0,0,0,0,0,0,0
armstno01,Norm,Armstrong,0,1962,1962,1,7,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armstri01,Riley,Armstrong,0,2008,2008,1,2,0,0,0,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
armstti01,Tim,Armstrong,0,1988,1988,1,11,1,0,1,6,-2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
arnasch01,Chuck,Arnason,0,1971,1978,8,401,109,90,199,122,-71,23,0,0,0,11,7,947,9,2,4,6,4,0,1,0,0,0,0,0
arnasty01,Tyler,Arnason,0,2001,2008,8,487,88,157,245,140,-33,20,48,0,0,14,1,1120,13,2,3,5,2,-3,1,1,0,0,0,29
arnieja01,Jamie,Arniel,0,2010,2010,1,1,0,0,0,0,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
arniesc01,Scott,Arniel,0,1981,1991,11,730,149,189,338,599,-11,15,3,8,3,19,7,1088,34,3,3,6,39,-20,0,0,1,0,1,33
arnotja01,Jason,Arnott,0,1993,2011,19,1244,417,521,938,1242,81,145,178,2,1,64,7,3460,122,32,41,73,76,5,16,13,0,0,2,256
arsende01,Dean,Arsene,0,2009,2009,1,13,0,0,0,41,-3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
arthufr01,Fred,Arthur,0,1980,1982,3,80,1,8,9,49,-14,0,0,0,0,0,0,37,4,0,0,0,2,0,0,0,0,0,0,0
artyuev01,Evgeny,Artyukhin,0,2005,2009,5,199,19,30,49,313,-7,2,2,0,0,0,0,221,5,1,0,1,6,1,0,0,0,0,0,10
arundjo01,John,Arundel,0,1949,1949,1,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arvedma01,Magnus,Arvedson,0,1997,2003,7,434,100,125,225,241,109,6,8,8,5,23,2,709,52,3,8,11,34,-19,0,0,0,2,0,70
ashamar01,Arron,Asham,0,1998,2011,14,756,92,114,206,940,-39,7,8,2,1,9,1,844,62,9,8,17,50,0,0,0,0,0,1,68
ashbeba01,Barry,Ashbee,0,1965,1973,9,284,15,70,85,291,55,4,0,1,0,2,1,334,17,0,4,4,22,0,0,0,0,0,0,0
ashbydo01,Don,Ashby,0,1975,1980,6,188,40,56,96,40,-21,10,0,0,0,6,1,269,12,1,0,1,4,0,0,0,0,0,0,0
ashtobr01,Brent,Ashton,0,1979,1992,14,998,284,345,629,635,-59,57,32,12,5,29,8,1929,85,24,25,49,72,-7,7,2,3,0,2,160
ashtoca01,Carter,Ashton,0,2011,2011,1,15,0,0,0,13,-10,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
ashwofr01,Frank,Ashworth,0,1946,1946,1,18,5,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askeyto01,Tom,Askey,0,1997,1998,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
asmunos01,Oscar,Asmundson,0,1932,1937,6,111,11,23,34,30,0,0,0,0,0,0,0,0,9,0,2,2,4,0,0,0,0,0,0,0
astaska01,Kaspars,Astashenko,0,1999,2000,2,23,1,2,3,8,-6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
astlema01,Mark,Astley,0,1993,1995,3,75,4,19,23,92,-15,0,8,0,0,0,0,103,2,0,0,0,0,-2,0,0,0,0,0,0
astroha01,Hardy,Astrom,0,1977,1980,4,83,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atanawa01,Walt,Atanas,0,1944,1944,1,49,13,8,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atchebl01,Blair,Atcheynum,0,1992,2000,9,196,27,33,60,36,-21,2,0,1,3,5,0,264,23,1,3,4,8,0,0,0,0,0,0,32
atkinca01,Cam,Atkinson,0,2011,2011,1,27,7,7,14,14,1,1,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
atkinst01,Steve,Atkinson,0,1968,1974,7,302,60,51,111,104,-52,8,0,3,0,4,6,545,1,0,0,0,0,0,0,0,0,0,0,0
attwebo01,Bob,Attwell,0,1979,1980,2,22,1,5,6,0,-4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
attwero01,Ron,Attwell,0,1967,1967,1,22,1,7,8,8,-9,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
aubinje01,Jean-Sebastien,Aubin,0,1998,2007,10,218,0,3,3,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aubinno01,Norm,Aubin,0,1981,1982,2,69,18,13,31,30,-25,5,0,0,0,2,0,80,1,0,0,0,0,0,0,0,0,0,0,0
aubinse01,Serge,Aubin,0,1998,2005,8,374,44,64,108,361,-45,3,2,0,5,7,1,452,22,0,1,1,10,2,0,0,0,0,0,12
aubrypi01,Pierre,Aubry,0,1980,1984,5,202,24,26,50,133,-20,0,0,1,0,2,0,168,20,1,1,2,32,0,0,0,0,0,1,3
aubucos01,Ossie,Aubuchon,0,1942,1943,2,50,20,12,32,4,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0
aucoiad01,Adrian,Aucoin,0,1994,2011,18,1072,121,274,395,777,54,57,119,2,5,18,2,2063,62,6,15,21,44,-10,3,8,0,0,0,93
aucoike01,Keith,Aucoin,0,2005,2011,7,102,11,26,37,18,7,1,4,0,0,1,0,114,14,0,2,2,2,-2,0,1,0,0,0,9
audetdo01,Donald,Audette,0,1989,2003,15,735,260,249,509,584,-17,97,96,3,0,45,6,1911,73,21,27,48,46,-14,9,10,0,0,4,161
audetph01,Philippe,Audet,0,1998,1998,1,4,0,0,0,0,-2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
augele01,Les,Auge,0,1980,1980,1,6,0,3,3,4,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
auguspa01,Patrik,Augusta,0,1993,1998,6,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
auldal01,Alex,Auld,0,2001,2011,11,237,0,7,7,12,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
aulieke01,Keith,Aulie,0,2010,2011,2,76,2,3,5,61,-8,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
aulinja01,Jared,Aulin,0,2002,2002,1,17,2,2,4,0,-3,1,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
auriela01,Larry,Aurie,0,1927,1938,12,489,148,129,277,279,0,0,0,0,0,0,0,0,24,6,9,15,10,0,0,0,0,0,0,0
averyse01,Sean,Avery,0,2001,2011,11,580,90,157,247,1533,16,10,32,4,2,15,1,1167,28,5,10,15,69,-4,1,2,0,0,1,77
awreydo01,Don,Awrey,0,1963,1978,16,979,31,158,189,1065,146,3,0,0,0,2,0,867,71,0,18,18,150,0,0,0,0,0,0,0
axelspj01,P.J.,Axelsson,0,1997,2008,12,797,103,184,287,276,-26,10,21,10,9,14,1,1359,54,4,3,7,24,-16,0,0,1,0,1,85
ayresve01,Vern,Ayres,0,1930,1935,6,211,6,14,20,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
